id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
storm,stmx,StormX,"['Ethereum Ecosystem', 'E-commerce']",38423494,737,43663061.0
storx,srx,StorX,"['Storage', 'XDC Ecosystem', 'DePIN']",28282756,884,33842652.0
story-2,ip,Story,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA', 'Story Ecosystem']",1377429488,70,5502128411.0
straitsx-xusd,xusd,StraitsX XUSD,"['Stablecoins', 'Ethereum Ecosystem']",20796293,1031,20796293.0
stp-network,stpt,STP,"['Decentralized Finance (DeFi)', 'Derivatives', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Synthetic']",121699707,367,121699707.0
stratos,stos,Stratos,"['Entertainment', 'Infrastructure', 'Smart Contract Platform', 'Storage', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'Osmosis Ecosystem']",8765006,1511,13173820.0
stratis,strax,Stratis,"['Smart Contract Platform', 'Proof of Stake (PoS)']",76983925,493,84824499.0
stratovm,svm,StratoVM,['Ethereum Ecosystem'],18297033,1098,20330036.0
streamflow,stream,Streamflow,"['Decentralized Finance (DeFi)', 'Solana Ecosystem']",10387884,1402,60995659.0
streamr-xdata,xdata,Streamr XDATA,"['Big Data', 'Infrastructure', 'Internet of Things (IOT)', 'Ethereum Ecosystem']",13204972,1296,18697979.0
strawberry-ai,berry,Strawberry AI,"['Artificial Intelligence (AI)', 'Infrastructure', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'DeFAI']",6581264,1660,6581264.0
streamr,data,Streamr,"['Big Data', 'Infrastructure', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Layer 0 (L0)']",14273080,1253,18616093.0
stride,strd,Stride,"['Liquid Staking Governance Tokens', 'Osmosis Ecosystem', 'Pantera Capital Portfolio', 'Liquid Staking']",22780412,990,22780412.0
stride-staked-atom,statom,Stride Staked Atom,"['Liquid Staking Tokens', 'Osmosis Ecosystem', 'Evmos Ecosystem', 'Secret Ecosystem', 'Liquid Staking']",15473277,1199,15473277.0
strike-3,strike,STRIKE,"['Gambling (GambleFi)', 'Solana Ecosystem']",19304593,1073,49322465.0
strikecoin,strx,StrikeX,"['BNB Chain Ecosystem', 'Real World Assets (RWA)']",18413326,1095,19355567.0
strike,strike,Strike,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem']",41553152,701,49505782.0
stronghold-staked-sol,strongsol,Stronghold Staked SOL,"['Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",11092365,1370,11092365.0
stronghold-token,shx,Stronghold,"['Ethereum Ecosystem', 'Stellar Ecosystem', 'Made in USA']",50419967,632,
sturdy,strdy,Sturdy,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Bittensor Ecosystem', 'Binance Alpha Spotlight', 'DeFAI']",17607514,1127,89585026.0
subsquid,sqd,SQD,"['Big Data', 'Analytics', 'Arbitrum Ecosystem', 'Base Ecosystem']",43901561,683,104333728.0
sudeng,hippo,sudeng,"['Meme', 'Sui Ecosystem', 'Sui Meme', 'Zoo-Themed']",42105928,700,42105928.0
sui,sui,Sui,"['Smart Contract Platform', 'Binance Launchpool', 'Layer 1 (L1)', 'Sui Ecosystem', 'Coinbase Ventures Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Binance Labs Portfolio', 'GMCI Layer 1 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA']",7195063994,22,22698472278.0
suilend,send,Suilend,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem']",28188528,888,57845474.0
suins-token,ns,SuiNS Token,"['Decentralized Identifier (DID)', 'Sui Ecosystem', 'Name Service']",20447770,1038,65832245.0
suku,suku,SUKU,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Made in USA']",14771738,1230,53384917.0
sundog,sundog,Sundog,"['Meme', 'Tron Ecosystem', 'Sun Pump Ecosystem', 'TRON Meme']",44459176,678,44459176.0
sun-token,sun,Sun Token,"['Decentralized Finance (DeFi)', 'Tron Ecosystem']",156783674,306,317495127.0
super-champs,champ,Super Champs,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Base Ecosystem', 'Gaming Utility Token', 'Gaming Platform', 'AI Agents']",8147372,1549,9201910.0
super-oeth,superoethb,Super OETH,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Base Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",249688089,219,249688089.0
superfarm,super,SuperVerse,"['Gaming (GameFi)', 'NFT', 'Collectibles', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Gaming Blockchains', 'Made in USA']",186042086,263,411874811.0
superrare,rare,SuperRare,"['NFT', 'Ethereum Ecosystem']",79539858,482,99378745.0
superwalk,grnd,SuperWalk GRND,"['Arbitrum Ecosystem', 'Kaia Ecosystem']",31266851,832,51471832.0
susds,susds,sUSDS,"['Stablecoins', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",3396150892,38,3416340443.0
susda,susda,sUSDa,"['Stablecoins', 'Ethereum Ecosystem']",45784436,666,45784436.0
susd-optimism,susd,sUSD (Optimism),"['Crypto-Backed Tokens', 'Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Synthetic Asset', 'Derivatives', 'Optimism Ecosystem', 'Fiat-backed Stablecoin', 'Synthetic']",26645680,919,26645680.0
supra,supra,Supra,"['Infrastructure', 'Smart Contract Platform', 'Oracle', 'Layer 1 (L1)', 'Animoca Brands Portfolio', 'Coinbase Ventures Portfolio', 'Cross-chain Communication', 'Made in USA']",95802094,420,851820815.0
sushi,sushi,Sushi,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'BNB Chain Ecosystem', 'Yearn Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'Blockchain Capital Portfolio']",115142045,379,167638192.0
swarm-bzz,bzz,Swarm,"['Storage', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN']",21202893,1020,21202893.0
swarm-markets,smt,Swarm Markets,"['Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'RWA Protocol']",6098359,1715,11675802.0
swarms,swarms,Swarms,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'AI Framework']",40385827,714,40385827.0
swarmnode-ai,snai,SwarmNode.ai,"['Artificial Intelligence (AI)', 'Infrastructure', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'DeFAI']",20051872,1047,22218568.0
swell-network,swell,Swell,"['Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens']",21321544,1016,113332717.0
swell-restaked-btc,swbtc,Swell Restaked BTC,"['Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens']",12245205,1330,12245205.0
sweatcoin,sweat,Sweat Economy,"['Sports', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Play To Earn', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Move To Earn', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Aptos Ecosystem', 'Sui Ecosystem', 'Base Ecosystem', 'Gaming Governance Token', 'Gaming Utility Token', 'OKX Ventures Portfolio']",38092993,741,106066810.0
swftcoin,swftc,SWFTCOIN,"['Exchange-based Tokens', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",115321908,376,115321908.0
sweth,sweth,Swell Ethereum,"['Arbitrum Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",249682538,221,249689499.0
swipe,sxp,Solar,"['BNB Chain Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Alameda Research Portfolio', 'Binance Labs Portfolio']",115882200,374,116953541.0
swissborg,borg,SwissBorg,"['Solana Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem']",186469450,262,186469450.0
sx-network-2,sx,SX Network,"['Gambling (GambleFi)', 'Prediction Markets', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",22634171,991,40555373.0
sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,"['ZkSync Ecosystem', 'Real World Assets (RWA)']",51650843,627,51650843.0
symmio,symm,SYMMIO,"['Decentralized Finance (DeFi)', 'Derivatives', 'Base Ecosystem', 'Intent']",6059990,1717,9745760.0
synapse-2,syn,Synapse,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Olympus Pro Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Bridge Governance Tokens', 'Base Ecosystem', 'Alameda Research Portfolio', 'Intent']",39634422,722,45231033.0
synfutures,f,SynFutures,"['Decentralized Finance (DeFi)', 'NFT', 'Perpetuals', 'Ethereum Ecosystem', 'NFTFi', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'NFT Derivatives', 'Polychain Capital Portfolio']",31243369,833,206096606.0
syrup,syrup,Maple Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'Binance Alpha Spotlight']",98043323,413,155956242.0
syrupusdc,syrupusdc,SyrupUSDC,"['Stablecoins', 'Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem']",78214473,486,78214473.0
synternet-synt,synt,Synternet,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'Data Availability']",14627189,1232,19196939.0
syscoin,sys,Syscoin,"['Smart Contract Platform', 'Masternodes', 'Layer 1 (L1)', 'Decentralized Identifier (DID)', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Rollux Ecosystem', 'DWF Labs Portfolio', 'Data Availability', 'Modular Blockchain', 'Rollup', 'Proof of Work (PoW)']",35037102,779,35063078.0
ta-da,tada,Ta-da,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'MultiversX Ecosystem']",5016791,1833,7777821.0
taiko,taiko,Taiko,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Rollup', 'OKX Ventures Portfolio']",73491053,511,694980692.0
tajir-tech-hub,tjrm,Tajir Tech Hub,['Solana Ecosystem'],25867333,926,25867333.0
talos,talos,Talos,['Cardano Ecosystem'],7123337,1611,7123337.0
tao-bot,taobot,tao.bot,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'AI Applications', 'Bittensor Ecosystem', 'DeFAI']",11485568,1357,14877358.0
taraswap,tswap,Taraswap,"['Decentralized Exchange (DEX)', 'Taraxa Ecosystem']",15815453,1185,15815453.0
taraxa,tara,Taraxa,"['Big Data', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Taraxa Ecosystem', 'Made in USA', 'Directed Acyclic Graph (DAG)']",47307763,650,93651254.0
tarot-2,tarot,Tarot,"['Yield Farming', 'BNB Chain Ecosystem', 'Yield Aggregator', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Canto Ecosystem', 'ZkSync Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Kava Ecosystem']",6326616,1688,9498311.0
tars-protocol,tai,TARS AI,"['Artificial Intelligence (AI)', 'Solana Ecosystem']",40020926,714,61052861.0
tbtc,tbtc,tBTC,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Tokenized BTC', 'Solana Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem']",353851829,177,353860027.0
tectonic,tonic,Tectonic,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Cronos Ecosystem']",7616532,1580,14637789.0
teddy-bear,bear,TEDDY BEAR,"['Meme', 'PulseChain Ecosystem']",19475530,1063,19475530.0
tectum,tet,Tectum,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain']",8899629,1499,12209521.0
telcoin,tel,Telcoin,"['Decentralized Finance (DeFi)', 'Wallets', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Payment Solutions', 'Base Ecosystem', 'Sora Ecosystem', 'Made in USA']",512725698,128,557918997.0
tellor,trb,Tellor Tributes,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Manta Network Ecosystem', 'Binance Labs Portfolio', 'Lisk Ecosystem', 'Made in USA']",71403253,517,73481370.0
telos,tlos,Telos,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Telos Ecosystem', 'Consensys Portfolio']",37415274,748,37415277.0
temple,temple,TempleDAO,"['Crypto-Backed Tokens', 'Ethereum Ecosystem']",85191607,458,85359439.0
tensorplex-staked-tao,sttao,Tensorplex Staked TAO,"['Ethereum Ecosystem', 'Liquid Staking', 'Bittensor Ecosystem']",9349729,1475,9349729.0
tenset,10set,Tenset,"['BNB Chain Ecosystem', 'Launchpad']",12238609,1325,12238609.0
tensor,tnsr,Tensor,"['NFT', 'Solana Ecosystem', 'NFT Marketplace']",71480062,519,274209022.0
tera-smart-money,tera,TERA,['Smart Contract Platform'],15027565,1208,19917316.0
terra-luna-2,luna,Terra,"['Alleged SEC Securities', 'Osmosis Ecosystem', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Binance Labs Portfolio', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio']",125296047,358,196512890.0
terra-luna,lunc,Terra Luna Classic,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Coinbase Ventures Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Binance Labs Portfolio', 'Galaxy Digital Portfolio']",326994685,182,390094068.0
terrausd,ustc,TerraClassicUSD,"['Stablecoins', 'USD Stablecoin', 'Seigniorage', 'Alleged SEC Securities', 'Osmosis Ecosystem', 'Stablecoin Protocol', 'DeFiance Capital Portfolio', 'Terra Classic Ecosystem', 'Binance Labs Portfolio', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'Fiat-backed Stablecoin']",63850711,551,90460067.0
test-3,tst,Test,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight', 'Four.meme Ecosystem']",55740693,601,55740693.0
tether,usdt,Tether,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Near Protocol Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Aptos Ecosystem', 'FTX Holdings', 'TON Ecosystem', 'Tron Ecosystem', 'Kava Ecosystem', 'Fiat-backed Stablecoin', 'World Liberty Financial Portfolio']",143126805661,3,143126805661.0
tethereum-2,t99,Tethereum,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",27460674,898,28818178.0
tether-eurt,eurt,Euro Tether,"['Stablecoins', 'EUR Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",27318463,902,53598411.0
tether-gold,xaut,Tether Gold,"['Stablecoins', 'Tokenized Assets', 'Tokenized Gold', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",716331646,100,716331646.0
tgold,txau,tGOLD,"['Decentralized Finance (DeFi)', 'Tokenized Assets', 'Tokenized Gold', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",7459301,1597,7459301.0
thala,thl,Thala,"['Aptos Ecosystem', 'Stablecoin Protocol']",10177651,1412,18266650.0
thala-apt,thapt,Thala APT,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Aptos Ecosystem', 'Liquid Staked APT\t']",36000203,762,36000203.0
tezos,xtz,Tezos,"['Smart Contract Platform', 'Layer 1 (L1)', 'Tezos Ecosystem', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",684827227,104,698238670.0
thales,thales,Thales,"['Decentralized Finance (DeFi)', 'Derivatives', 'Prediction Markets', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem']",6033006,1711,9362608.0
the-arena,arena,The Arena,"['SocialFi', 'Avalanche Ecosystem', 'Made in USA']",12137362,1329,71371760.0
the-doge-nft,dog,Own The Doge,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Fractionalized NFT', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'Dog-Themed', 'NFTFi', 'Farcaster Ecosystem']",12608057,1308,16022842.0
the-grays-currency,ptgc,The Grays Currency,"['Meme', 'PulseChain Ecosystem']",122399079,362,122399079.0
the-graph,grt,The Graph,"['Artificial Intelligence (AI)', 'Business Services', 'Infrastructure', 'Smart Contract Platform', 'Analytics', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Energi Ecosystem', 'Sora Ecosystem', 'Made in USA', 'Coinbase 50 Index']",840249928,92,949320829.0
the-innovation-game,tig,The Innovation Game,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Base Ecosystem', 'Decentralized Science (DeSci)', 'Proof of Work (PoW)']",5786929,1738,16862143.0
thena,the,Thena,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'opBNB Ecosystem', 'Binance HODLer Airdrops']",18047115,1103,80748580.0
the-open-network,ton,Toncoin,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'DWF Labs Portfolio', 'TON Ecosystem', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index']",6441531673,25,13304592335.0
the-root-network,root,The Root Network,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Outlier Ventures Portfolio']",16419228,1162,136181880.0
the-sandbox,sand,The Sandbox,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Gaming Utility Token', 'Simulation Games', 'Energi Ecosystem', 'Binance Labs Portfolio', 'Coinbase 50 Index']",661808559,108,811750472.0
theta-token,theta,Theta Network,"['Smart Contract Platform', 'Layer 1 (L1)', 'DePIN', 'Theta Ecosystem', 'Blockchain Capital Portfolio', 'Made in USA']",837282042,93,837282042.0
thetadrop,tdrop,ThetaDrop,"['NFT', 'NFT Marketplace', 'Theta Ecosystem']",17916560,1109,17916560.0
theta-fuel,tfuel,Theta Fuel,"['Smart Contract Platform', 'DePIN', 'Proof of Stake (PoS)', 'Made in USA']",248383017,216,248395430.0
thorchain,rune,THORChain,"['Decentralized Exchange (DEX)', 'Infrastructure', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Bridge Governance Tokens', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Delphi Ventures Portfolio']",378842822,168,458489098.0
thorwallet,tgt,THORWallet DEX,"['Decentralized Finance (DeFi)', 'Wallets', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",6016190,1711,9219653.0
thorswap,thor,THORSwap,"['Olympus Pro Ecosystem', 'Ethereum Ecosystem']",9498246,1459,13700454.0
threshold-network-token,t,Threshold Network,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Cross-chain Communication', 'BTCfi']",160609424,295,176929266.0
thunder-token,tt,ThunderCore,"['Smart Contract Platform', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio']",32183891,811,32183891.0
timeless,lit,Timeless,['Ethereum Ecosystem'],7286040,1603,10758962.0
t-mac-dao,tmg,T-mac DAO,['BNB Chain Ecosystem'],30819706,842,17611260442.0
toby-toadgod,toby,Toby ToadGod,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme']",6942259,1638,7713650.0
tokemak,toke,Tokemak,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Delphi Ventures Portfolio', 'Consensys Portfolio']",16217515,1176,20167963.0
tokamak-network,ton,Tokamak Network,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)']",54676327,605,97893372.0
token-dforce-usd,usx,dForce USD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Kava Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",15529409,1195,134051230.0
tokenbot-2,clanker,tokenbot,"['Artificial Intelligence (AI)', 'Launchpad', 'Base Ecosystem', 'AI Applications', 'Clanker Ecosystem', 'Binance Alpha Spotlight']",70081134,518,70081134.0
tokenlon,lon,Tokenlon,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",84409895,462,101601337.0
token-metrics-ai,tmai,Token Metrics AI,"['Artificial Intelligence (AI)', 'Analytics', 'Meme', 'Base Ecosystem', 'AI Agents', 'DeFAI', 'Made in USA']",6797180,1643,10637903.0
token-pocket,tpt,TokenPocket Token,"['BNB Chain Ecosystem', 'Wallets', 'Ethereum Ecosystem', 'Huobi ECO Chain Ecosystem']",23758290,967,23758290.0
tokenfi,token,TokenFi,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'BNB Chain Ecosystem', 'Launchpad', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Telegram Apps', 'Discord Bots', 'DWF Labs Portfolio', 'TokenFi Launchpad']",26893633,908,132685441.0
tokenize-xchange,tkx,Tokenize Xchange,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Titanchain Ecosystem']",2156336244,53,2695555115.0
tokocrypto,tko,Tokocrypto,"['BNB Chain Ecosystem', 'Binance Launchpad', 'Binance Labs Portfolio']",13929404,1257,92862694.0
tokpie,tkp,TOKPIE,"['BNB Chain Ecosystem', 'Ethereum Ecosystem']",32515698,806,41006584.0
tomochain,vic,Viction,"['Smart Contract Platform', 'Masternodes', 'Layer 1 (L1)', 'DWF Labs Portfolio']",28124080,884,49127798.0
tornado-cash,torn,Tornado Cash,"['Privacy', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",25169222,937,66051382.0
toshi,toshi,Toshi,"['Launchpad', 'Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",139120445,330,139120445.0
torus,torus,Torus,['Base Ecosystem'],7354059,1603,15986683.0
trac,trac,TRAC (Ordinals),"['BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",5188480,1801,5188480.0
tranchess,chess,Tranchess,"['Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Labs Portfolio']",17093599,1139,25518872.0
tree-capital,tree,Tree,"['Analytics', 'Ethereum Ecosystem', 'Base Ecosystem']",21227083,1017,25384595.0
treehouse-eth,teth,Treehouse ETH,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",158578282,300,158578282.0
trias-token,trias,TriasLab,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'AI Agents']",15092945,1206,15092945.0
tribe-2,tribe,Tribe,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Stablecoin Protocol']",164621585,290,361793333.0
trip,trip,Trip,"['Tourism', 'BNB Chain Ecosystem']",171335977,282,569183925.0
tron,trx,TRON,"['Smart Contract Platform', 'Layer 1 (L1)', 'Alleged SEC Securities', 'FTX Holdings', 'DWF Labs Portfolio', 'Tron Ecosystem', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index', 'World Liberty Financial Portfolio', 'Made in China']",21134542060,10,21134551546.0
troy,troy,TROY,"['Business Services', 'BNB Chain Ecosystem', 'Binance Launchpad', 'Binance Labs Portfolio']",11178822,1366,11178822.0
truefi,tru,TrueFi,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Alameda Research Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'RWA Protocol']",43111123,682,43839159.0
trufin-staked-matic,trumatic,TruFin Staked MATIC,"['Polygon Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",34904950,775,34904950.0
trufin-staked-apt,truapt,TruFin Staked APT,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Aptos Ecosystem', 'Liquid Staking', 'Liquid Staked APT\t']",51759593,622,51759593.0
trufin-staked-near,trunear,TruFin Staked NEAR,"['Decentralized Finance (DeFi)', 'Near Protocol Ecosystem', 'Liquid Staking Tokens']",19026406,1077,19026406.0
true-usd,tusd,TrueUSD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Tron Ecosystem', 'Andreessen Horowitz (a16z) Portfolio', 'Fiat-backed Stablecoin']",494777161,132,494777161.0
trustswap,swap,TrustSwap,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Launchpad', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem']",9254314,1481,9254314.0
